tweet_id,name,rating_numerator,rating_denominator,dog_class,predicted_breed,conf
858843525470990336,Nameless,13.0,10.0,doggo,Golden Retriever,0.57812
858471635011153920,Sophie,13.0,10.0,unclassified,Pembroke,0.987407
858107933456039936,Wyatt,12.0,10.0,unclassified,Golden Retriever,0.863874
857989990357356544,Rosie,12.0,10.0,unclassified,French Bulldog,0.43258
857746408056729600,Thor,13.0,10.0,unclassified,Labrador Retriever,0.919832
857393404942143489,Nameless,13.0,10.0,unclassified,Malamute,0.8415969999999999
857263160327368704,Oscar,13.0,10.0,unclassified,Samoyed,0.998021
857029823797047296,Zeke,12.0,10.0,unclassified,Golden Retriever,0.968623
856543823941562368,Callie,12.0,10.0,unclassified,Boston Bull,0.30691
856526610513747968,Nameless,14.0,10.0,unclassified,Old English Sheepdog,0.798481
856282028240666624,Cermet,14.0,10.0,unclassified,Chihuahua,0.8765430000000001
855851453814013952,Nameless,13.0,10.0,puppo,Flat-Coated Retriever,0.321676
855459453768019968,Nameless,12.0,10.0,unclassified,Blenheim Spaniel,0.389513
854732716440526848,Marlee,12.0,10.0,unclassified,Pembroke,0.6955479999999999
854482394044301312,Arya,13.0,10.0,unclassified,Chihuahua,0.260242
854365224396361728,Einstein,13.0,10.0,unclassified,Pembroke,0.90708
854120357044912130,Nameless,14.0,10.0,pupper,Black-And-Tan Coonhound,0.8548610000000001
854010172552949760,Nameless,11.0,10.0,doggo,English Springer,0.3547329999999999
853760880890318849,Alice,12.0,10.0,unclassified,Miniature Pinscher,0.292519
853639147608842240,Nameless,13.0,10.0,unclassified,German Shepherd,0.509879
853299958564483072,Rumpole,13.0,10.0,unclassified,Convertible,0.0862523
852912242202992640,Benny,12.0,10.0,unclassified,Great Dane,0.7837649999999999
852672615818899456,Aspen,12.0,10.0,unclassified,Golden Retriever,0.7112350000000001
852553447878664193,Jarod,13.0,10.0,unclassified,Bloodhound,0.186498
852311364735569921,Wiggles,13.0,10.0,unclassified,Go-Kart,5.59504e-07
852226086759018497,General,14.0,10.0,unclassified,File,0.094112
852189679701164033,Sailor,12.0,10.0,unclassified,Bernese Mountain Dog,0.4153739999999999
851861385021730816,Nameless,10.0,10.0,unclassified,Pillow,0.0447253
851591660324737024,Nameless,11.0,10.0,unclassified,Cardigan,0.394507
851464819735769094,Iggy,14.0,10.0,unclassified,Crossword Puzzle,0.00348151
851224888060895234,Snoop,13.0,10.0,unclassified,Standard Poodle,0.00568265
850753642995093505,Kyle,11.0,10.0,unclassified,Pug,0.996952
850380195714523136,Leo,13.0,10.0,unclassified,Yorkshire Terrier,0.2490119999999999
850145622816686080,Riley,11.0,10.0,unclassified,Kelpie,0.10539
850019790995546112,Boomer,12.0,10.0,pupper,Shetland Sheepdog,0.759907
849776966551130114,Nameless,12.0,10.0,unclassified,Chihuahua,0.292092
849412302885593088,Noosh,12.0,10.0,unclassified,Schipperke,0.907559
849336543269576704,Nameless,11.0,10.0,unclassified,Restaurant,0.0271526
849051919805034497,Kevin,13.0,10.0,unclassified,Sundial,0.000681115
848690551926992896,Nameless,12.0,10.0,unclassified,Flat-Coated Retriever,0.8236479999999999
848324959059550208,Odin,12.0,10.0,unclassified,Malamute,0.5445760000000001
848212111729840128,Jerry,6.0,10.0,unclassified,Bedlington Terrier,0.333486
847971574464610304,Nameless,13.0,10.0,unclassified,Toilet Tissue,0.0666558
847962785489326080,Georgie,10.0,10.0,unclassified,Otter,0.0256787
847842811428974592,Rontu,12.0,10.0,unclassified,Bernese Mountain Dog,0.951337
847606175596138505,Cannon,12.0,10.0,unclassified,Cardigan,0.413688
847251039262605312,Furzey,12.0,10.0,unclassified,Airedale,0.49538
847157206088847362,Daisy,11.0,10.0,unclassified,Staffordshire Bullterrier,0.219609
847116187444137987,Nameless,11.0,10.0,unclassified,American Staffordshire Terrier,0.113434
846874817362120707,Tuck,13.0,10.0,unclassified,Shetland Sheepdog,0.450539
846514051647705089,Barney,13.0,10.0,doggo,Golden Retriever,0.650003
846153765933735936,Vixen,13.0,10.0,unclassified,Giant Schnauzer,0.346468
846042936437604353,Jarvis,12.0,10.0,unclassified,Golden Retriever,0.96111
845812042753855489,Nameless,13.0,10.0,unclassified,Samoyed,0.979803
845677943972139009,Nameless,12.0,10.0,unclassified,Chow,0.8086810000000001
845397057150107648,Mimosa,13.0,10.0,doggo,Dandie Dinmont,0.394404
845306882940190720,Pickles,12.0,10.0,pupper,Irish Water Spaniel,0.567475
844979544864018432,Nameless,13.0,10.0,unclassified,Shetland Sheepdog,0.000132068
844973813909606400,Brady,12.0,10.0,unclassified,Labrador Retriever,0.742421
844704788403113984,Luna,13.0,10.0,unclassified,Labrador Retriever,0.980213
844580511645339650,Charlie,11.0,10.0,unclassified,Printer,0.0164562
844223788422217728,Margo,12.0,10.0,unclassified,Labrador Retriever,0.71951
843856843873095681,Sadie,12.0,10.0,unclassified,Labrador Retriever,0.92254
843604394117681152,Hank,11.0,10.0,unclassified,Labrador Retriever,0.430583
843235543001513987,Tycho,13.0,10.0,unclassified,Pembroke,0.958452
842846295480000512,Charlie,13.0,10.0,unclassified,Labrador Retriever,0.461076
842765311967449089,Indie,12.0,10.0,unclassified,Labrador Retriever,0.0293399
842535590457499648,Winnie,13.0,10.0,unclassified,Pembroke,0.685084
842163532590374912,George,12.0,10.0,unclassified,French Bulldog,0.891227
842115215311396866,Bentley,12.0,10.0,unclassified,Chow,0.293493
841680585030541313,Penny,12.0,10.0,unclassified,Chihuahua,0.547401
841439858740625411,Nameless,14.0,10.0,unclassified,Labrador Retriever,0.0481999
841314665196081154,Max,13.0,10.0,unclassified,Afghan Hound,0.903712
841077006473256960,Dawn,12.0,10.0,unclassified,Brittany Spaniel,0.962985
840696689258311684,Nameless,10.0,10.0,unclassified,Envelope,0.0068203
840632337062862849,Maddie,12.0,10.0,unclassified,Golden Retriever,0.711148
840370681858686976,Nameless,13.0,10.0,unclassified,Coffeepot,0.00242054
840268004936019968,Monty,12.0,10.0,unclassified,Chesapeake Bay Retriever,0.8639870000000001
839990271299457024,Sojourner,13.0,10.0,unclassified,Staffordshire Bullterrier,0.604938
839549326359670784,Winston,12.0,10.0,unclassified,Norwich Terrier,0.05248
839290600511926273,Nameless,10.0,10.0,unclassified,Screen,0.0753061
839239871831150596,Odie,13.0,10.0,unclassified,Leonberg,0.927021
838921590096166913,Arlo,13.0,10.0,unclassified,Border Terrier,0.664538
838916489579200512,Nameless,15.0,10.0,unclassified,Envelope,0.00109309
838561493054533637,Walter,13.0,10.0,unclassified,Kelpie,0.2165619999999999
838476387338051585,Stanley,13.0,10.0,unclassified,Great Pyrenees,0.997692
838083903487373313,Daisy,13.0,10.0,unclassified,Chow,0.800975
837820167694528512,Nameless,12.0,10.0,pupper,Golden Retriever,0.887625
837482249356513284,Waffles,13.0,10.0,unclassified,Carton,0.0561367
837471256429613056,Vincent,12.0,10.0,unclassified,Norwegian Elkhound,0.976255
837366284874571778,Lucy,13.0,10.0,unclassified,American Staffordshire Terrier,0.660085
837110210464448512,Clark,13.0,10.0,pupper,Siberian Husky,0.767696
836989968035819520,Mookie,12.0,10.0,unclassified,Toy Poodle,0.0058873
836753516572119041,Meera,12.0,10.0,doggo,Schipperke,0.0115635
836677758902222849,Oliver,11.0,10.0,unclassified,Snow Leopard,0.0796941
836380477523124226,Ava,12.0,10.0,pupper,Grand Piano,0.0550861
836260088725786625,Lucy,13.0,10.0,unclassified,Borzoi,0.564688
836001077879255040,Nameless,13.0,10.0,unclassified,Samoyed,0.963558
835574547218894849,Eli,11.0,10.0,unclassified,Staffordshire Bullterrier,0.6106550000000001
835297930240217089,Ash,12.0,10.0,unclassified,Rottweiler,0.341276
835264098648616962,Lola,12.0,10.0,unclassified,Chesapeake Bay Retriever,0.0875033
835172783151792128,Nameless,12.0,10.0,unclassified,Border Collie,0.663138
835152434251116546,Nameless,0.0,10.0,unclassified,American Staffordshire Terrier,0.0127309
834931633769889797,Tucker,12.0,10.0,unclassified,Soft-Coated Wheaten Terrier,0.196476
834786237630337024,Tobi,13.0,10.0,unclassified,Border Terrier,0.156276
834574053763584002,Nameless,13.0,10.0,doggo,Golden Retriever,0.226564
834458053273591808,Chester,12.0,10.0,unclassified,Rhodesian Ridgeback,0.4686189999999999
834209720923721728,Wilson,12.0,10.0,unclassified,Golden Retriever,0.754799
834167344700198914,Sunshine,11.0,10.0,unclassified,Water Buffalo,0.00113025
834086379323871233,Lipton,12.0,10.0,unclassified,Labrador Retriever,0.0452626999999999
833863086058651648,Bentley,12.0,10.0,unclassified,Kuvasz,0.4949689999999999
833826103416520705,Charlie,13.0,10.0,unclassified,Chihuahua,0.438054
833722901757046785,Bronte,13.0,10.0,unclassified,West Highland White Terrier,0.918144
833479644947025920,Poppy,13.0,10.0,unclassified,Golden Retriever,0.727039
833124694597443584,Gidget,12.0,10.0,pupper,Cardigan,0.7105229999999999
832998151111966721,Rhino,13.0,10.0,doggo,Boxer,0.539036
832769181346996225,Nameless,12.0,10.0,unclassified,Poncho,0.00297522
832757312314028032,Willow,13.0,10.0,unclassified,Cardigan,0.160888
832636094638288896,Orion,12.0,10.0,unclassified,Eskimo Dog,0.5250319999999999
832397543355072512,Eevee,12.0,10.0,unclassified,Pekinese,0.988916
832369877331693569,Charlie,11.0,10.0,unclassified,Kelpie,0.50469
832273440279240704,Smiley,14.0,10.0,doggo,Pembroke,0.134081
832032802820481025,Miguel,12.0,10.0,doggo,Whippet,0.601712
831939777352105988,Emanuel,12.0,10.0,doggo,Pomeranian,0.153862
831911600680497154,Kuyu,14.0,10.0,unclassified,Bloodhound,0.777562
831670449226514432,Daisy,13.0,10.0,unclassified,Pembroke,0.6248020000000001
831650051525054464,Nameless,13.0,10.0,unclassified,Eskimo Dog,0.530416
831552930092285952,Dutch,13.0,10.0,unclassified,Chihuahua,0.257415
831322785565769729,Pete,12.0,10.0,doggo,Old English Sheepdog,0.999715
831315979191906304,Nameless,13.0,10.0,pupper,Briard,0.982755
831309418084069378,Scooter,12.0,10.0,unclassified,Doberman,0.3693889999999999
831262627380748289,Tucker,12.0,10.0,unclassified,Cocker Spaniel,0.263323
830956169170665475,Reggie,12.0,10.0,unclassified,Kuvasz,0.451516
830583320585068544,Lilly,13.0,10.0,unclassified,Labrador Retriever,0.908703
830097400375152640,Samson,13.0,10.0,unclassified,Toy Poodle,0.442713
829861396166877184,Mia,12.0,10.0,unclassified,Border Terrier,0.394486
829501995190984704,Leo,12.0,10.0,unclassified,French Bulldog,0.950851
829449946868879360,Nameless,11.0,10.0,doggo,Labrador Retriever,0.315163
829374341691346946,Astrid,13.0,10.0,doggo,Staffordshire Bullterrier,0.757547
829141528400556032,Malcolm,12.0,10.0,unclassified,Golden Retriever,0.57314
829011960981237760,Dexter,13.0,10.0,unclassified,Boxer,0.312221
828770345708580865,Alfie,13.0,10.0,unclassified,Chesapeake Bay Retriever,0.0338986
828708714936930305,Fiona,10.0,10.0,unclassified,Mexican Hairless,0.00838837
828650029636317184,Nameless,14.0,10.0,unclassified,Golden Retriever,0.649209
828409743546925057,Mutt,12.0,10.0,unclassified,Toy Poodle,0.0180397999999999
828408677031882754,Bear,12.0,10.0,unclassified,Weimaraner,0.1330329999999999
828381636999917570,Doobert,14.0,10.0,doggo,Bedlington Terrier,0.3925349999999999
828376505180889089,Beebop,13.0,10.0,unclassified,American Staffordshire Terrier,0.5230859999999999
828372645993398273,Alexander,12.0,10.0,unclassified,Malamute,0.663047
828046555563323392,Sailer,13.0,10.0,unclassified,Boathouse,0.0463925
828011680017821696,Brutus,11.0,10.0,unclassified,American Staffordshire Terrier,0.936662
827933404142436356,Kona,12.0,10.0,pupper,German Shepherd,0.8061149999999999
827653905312006145,Boots,12.0,10.0,unclassified,Collie,0.285555
827600520311402496,Tucker,13.0,10.0,unclassified,Pembroke,0.325638
827324948884643840,Ralphie,12.0,10.0,unclassified,Golden Retriever,0.352486
827199976799354881,Charlie,13.0,10.0,unclassified,Great Dane,0.8696809999999999
826958653328592898,Loki,12.0,10.0,doggo,Golden Retriever,0.6173890000000001
826848821049180160,Cupid,13.0,10.0,doggo,Great Pyrenees,0.858764
826598365270007810,Pawnd,13.0,10.0,unclassified,French Bulldog,0.628119
826476773533745153,Pilot,12.0,10.0,doggo,German Shepherd,0.7418600000000001
826240494070030336,Nameless,11.0,10.0,unclassified,French Bulldog,0.903048
826204788643753985,Nameless,13.0,10.0,doggo,Labrador Retriever,0.782058
826115272272650244,Ike,13.0,10.0,unclassified,Golden Retriever,0.00233085
825876512159186944,Mo,11.0,10.0,unclassified,Mousetrap,8.83283e-07
825829644528148480,Toby,12.0,10.0,unclassified,Great Pyrenees,0.8534069999999999
825535076884762624,Nameless,14.0,10.0,puppo,Rottweiler,0.681495
825147591692263424,Sweet,13.0,10.0,unclassified,Pekinese,0.354823
825026590719483904,Pablo,12.0,10.0,puppo,Eskimo Dog,0.524454
824775126675836928,Scooter,12.0,10.0,unclassified,Border Terrier,0.610499
824663926340194305,Wilson,13.0,10.0,unclassified,English Setter,0.526488
824325613288833024,Nameless,13.0,10.0,pupper,Pembroke,0.990793
824297048279236611,Nala,11.0,10.0,unclassified,Doormat,0.0222507
823939628516474880,Cash,12.0,10.0,unclassified,Schipperke,0.234076
823699002998870016,Winston,12.0,10.0,unclassified,Cairn,0.203999
823581115634085888,Crawford,11.0,10.0,unclassified,German Shepherd,0.194044
823322678127919110,Wyatt,11.0,10.0,unclassified,Chihuahua,0.00183635
822975315408461824,Albus,12.0,10.0,unclassified,Pembroke,0.2331619999999999
822872901745569793,Nameless,13.0,10.0,puppo,Lakeland Terrier,0.196015
822859134160621569,Hobbes,12.0,10.0,unclassified,Malinois,0.332897
822610361945911296,Nameless,12.0,10.0,unclassified,Cocker Spaniel,0.6644869999999999
822489057087389700,Paisley,13.0,10.0,unclassified,Samoyed,0.4167689999999999
822462944365645825,Gabe,14.0,10.0,pupper,Pomeranian,0.960199
822244816520155136,Nameless,11.0,10.0,unclassified,Samoyed,0.585441
821886076407029760,Jimison,13.0,10.0,unclassified,Golden Retriever,0.266238
821765923262631936,Duchess,13.0,10.0,doggo,Golden Retriever,0.980071
821522889702862852,Harlso,13.0,10.0,unclassified,Doberman,0.7635390000000001
821407182352777218,Sundance,14.0,10.0,doggo,Irish Setter,0.5054960000000001
821149554670182400,Luca,12.0,10.0,unclassified,German Shepherd,0.515933
821107785811234820,Nameless,11.0,10.0,doggo,Pomeranian,0.85659
821044531881721856,Flash,12.0,10.0,unclassified,Old English Sheepdog,0.14802
820749716845686786,Sunny,13.0,10.0,unclassified,Golden Retriever,0.8380120000000001
820690176645140481,Nameless,84.0,70.0,unclassified,West Highland White Terrier,0.872064
820314633777061888,Nameless,14.0,10.0,unclassified,Gordon Setter,0.940724
820078625395449857,Nameless,12.0,10.0,unclassified,Crane,1.7998e-06
819952236453363712,Oliver,13.0,10.0,puppo,American Staffordshire Terrier,0.925505
819924195358416896,Nameless,11.0,10.0,doggo,Tub,0.0491763
819711362133872643,Howie,11.0,10.0,unclassified,Toy Poodle,0.0220094
819588359383371776,Jazzy,13.0,10.0,unclassified,Cardigan,0.5479350000000001
819347104292290561,Anna,12.0,10.0,unclassified,Rottweiler,0.909106
819227688460238848,Finn,12.0,10.0,unclassified,Border Terrier,0.482452
819006400881917954,Sunny,14.0,10.0,unclassified,Umbrella,0.00784954
819004803107983360,Bo,14.0,10.0,unclassified,Standard Poodle,0.351308
818627210458333184,Wafer,13.0,10.0,unclassified,Labrador Retriever,0.384188
818614493328580609,Bear,12.0,10.0,unclassified,Chihuahua,0.450722
818536468981415936,Tom,11.0,10.0,unclassified,Welsh Springer Spaniel,6.229489999999999e-05
818259473185828864,Florence,12.0,10.0,unclassified,Miniature Schnauzer,0.367368
818145370475810820,Autumn,11.0,10.0,unclassified,Golden Retriever,0.621931
817827839487737858,Buddy,13.0,10.0,unclassified,Cocker Spaniel,0.387608
817777686764523521,Dido,13.0,10.0,unclassified,Curly-Coated Retriever,0.733256
817536400337801217,Eugene,12.0,10.0,unclassified,Pug,0.971358
817423860136083457,Ken,13.0,10.0,unclassified,Samoyed,0.2013579999999999
817415592588222464,Strudel,11.0,10.0,unclassified,Doberman,0.806163
817171292965273600,Tebow,13.0,10.0,unclassified,Golden Retriever,0.295483
817120970343411712,Nameless,13.0,10.0,unclassified,Saluki,0.568809
817056546584727552,Chloe,11.0,10.0,unclassified,Kelpie,0.8644149999999999
816816676327063552,Timber,12.0,10.0,unclassified,Malamute,0.668164
816697700272001025,Binky,12.0,10.0,unclassified,Chihuahua,0.756992
816450570814898180,Moose,13.0,10.0,unclassified,Nail,0.0312908999999999
816336735214911488,Dudley,11.0,10.0,unclassified,Labrador Retriever,0.91933
816091915477250048,Comet,12.0,10.0,unclassified,Pomeranian,0.967345
815990720817401858,Jack,11.0,10.0,unclassified,Chihuahua,0.428756
815966073409433600,Nameless,13.0,10.0,pupper,Tibetan Mastiff,0.506312
815736392542261248,Akumi,11.0,10.0,unclassified,Border Collie,0.5489069999999999
815639385530101762,Titan,12.0,10.0,unclassified,German Shepherd,0.8179529999999999
815390420867969024,Nameless,13.0,10.0,unclassified,Paper Towel,0.0461474
814986499976527872,Cooper,11.0,10.0,pupper,Dalmatian,0.999828
